,Unnamed: 0,created_at,tweet_id,receiver_name,receiver_id,tweet_text,screen_name,name,account_creation_date,urls,preprocess_tweet,Positive,Negative,Compound,Sentiment,label
249,249,2022-04-25 17:46:51+00:00,1518647744155422720,,,"rt @kangerryudha: @kentarockerss semoga dgn tayangan ini, followersnya bs melek mata. klo idolanya emang bad attitude. mari unsubcribe yt n…",agussprasetio,ⒶⓅ,Fri Jan 21 14:54:45 +0000 2011,[],semoga dgn tayangan ini followersnya bs melek mata klo idolanya emang bad attitude mari unsubcribe yt n,0.0,0.189,-0.5423,Negative,0
250,250,2022-04-25 17:46:51+00:00,1518647743840878593,Ayyverrr,148611776,"@ayyverrr what an ethereal bad ass mama ✨ i love you aries queen, have an amazing birthday.",smokeajma,zombie mami,Sun May 24 05:48:48 +0000 2009,[],ethereal bad ass mama love aries queen amazing bihday,0.4,0.35,0.25,Positive,1
251,251,2022-04-25 17:46:51+00:00,1518647743362867200,Piper_O_Brien,1.20E+18,@piper_o_brien @elonmusk musk lied about his original plans to purchase twitter a couple of times. not a good start… ,lurkernonumbers,"Jeff, God of Biscuits Part II",Wed Jan 13 16:12:37 +0000 2021,"[{'url': 'https://t.co/CMgjmV9AQD', 'expanded_url': 'https://twitter.com/i/web/status/1518647743362867200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",musk lied original plans purchase twitter couple times not good sta,0.15,0.327,-0.4031,Negative,0
252,252,2022-04-25 17:46:51+00:00,1518647743270383616,,,"rt @tabakko: she sent another morse code to the bad guys
#spy_family ",toybonnica14,toy bonnica,Wed Sep 22 23:52:33 +0000 2021,[],sent another morse code bad guys #spy family,0.0,0.333,-0.5423,Negative,0
253,253,2022-04-25 17:46:51+00:00,1518647742918238216,,,rt @perinajstar: and y’all got the best oxtail so let’s put these two bad bitches together!!,tvnkth,WE AINT DONE YET,Thu Apr 23 14:01:11 +0000 2009,[],got best oxtail let put two bad bitches together,0.239,0.42,-0.4939,Negative,0
254,254,2022-04-25 17:46:51+00:00,1518647742876295169,,,"rt @ivanastradner: elections in slovenia and janez jansa, a right-wing populist in slovenia is gone. it’s a bad day for putin-  he is slowl…",tonyfosterphd,Tony Foster,Fri Mar 16 12:32:40 +0000 2018,[],elections slovenia janez jansa right wing populist slovenia gone bad day putin slowl,0.0,0.226,-0.5423,Negative,0
255,255,2022-04-25 17:46:51+00:00,1518647742280699905,,,rt @___wordsmiff___: don’t nobody that’s really been outside still wanna be outside post 30. niggas got bad knees and just happy to make it…,vctrbryce,THE REASON,Thu Mar 17 04:11:10 +0000 2016,[],nobody really outside still wanna outside post niggas got bad knees happy make,0.189,0.301,-0.296,Negative,0
256,256,2022-04-25 17:46:51+00:00,1518647742201057280,Rian25005608,1.46E+18,@rian25005608 @immortal_ari @rawkus bronzil 😭😭😭 lll for the 0-3 stomp 😭😭😭 can‘t even win a title 😭😭😭 eu so bad only… ,Demir02k,Demir,Fri Jul 17 21:55:37 +0000 2020,"[{'url': 'https://t.co/HRO1BjdKXZ', 'expanded_url': 'https://twitter.com/i/web/status/1518647742201057280', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",bronzil lll stomp even win title eu bad,0.286,0.263,0.0772,Positive,1
257,257,2022-04-25 17:46:51+00:00,1518647741735481346,,,rt @the_ironsheik: ben simmons next time i see you i show you what a bad back look like jabroni ,GiovanniHearst,Giovanni Hearst,Tue Feb 15 18:16:50 +0000 2022,[],ben simmons next time see show bad back look like jabroni,0.167,0.233,-0.25,Negative,0
258,258,2022-04-25 17:46:51+00:00,1518647741701922816,,,"rt @bradyhawk305: jimmy butler on the “report” about his “beef” with oladipo:

“i’m used to it. i’m always the bad guy. that’s okay. bad gu…",PR0FESS0R_PLEB,#EADAD,Thu Mar 19 02:05:31 +0000 2015,[],jimmy butler repo beef oladipo used always bad guy okay bad gu,0.106,0.391,-0.7269,Negative,0
259,259,2022-04-25 17:46:51+00:00,1518647741567623168,,,"rt @cocoicee_: 🤣damn , i feel bad for the babe on white ! you can’t trust these niggas. ",OGWrld_,O͟G͟🩸🌴🌎,Thu Sep 29 16:40:50 +0000 2011,[],damn feel bad babe white trust niggas,0.221,0.577,-0.6486,Negative,0
260,260,2022-04-25 17:46:51+00:00,1518647741022449673,kriss0015,1.06E+18,@kriss0015 @tl_kevins i did say he's had a bad season but that doesn't mean supporters to crucify him every chance… ,AJBark3,AJ Bark,Sun Feb 13 17:42:50 +0000 2022,"[{'url': 'https://t.co/fUGXnN6yVI', 'expanded_url': 'https://twitter.com/i/web/status/1518647741022449673', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",say bad season mean suppoers crucify every chance,0.174,0.304,-0.3612,Negative,0
261,261,2022-04-25 17:46:51+00:00,1518647740846252032,zeikonline,107478884,"@zeikonline it doesn’t make it taste bad. seaweed is also a good source of iodine, but much of it is polluted after… ",SignyTheSage,Demigoddess of Tortured Souls,Sun May 19 16:19:04 +0000 2013,"[{'url': 'https://t.co/5LhWyzIVPu', 'expanded_url': 'https://twitter.com/i/web/status/1518647740846252032', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",make taste bad seaweed also good source iodine much polluted,0.177,0.396,-0.5574,Negative,0
262,262,2022-04-25 17:46:51+00:00,1518647740653129730,ChaseSupport,274789264,@chasesupport i was on hold for 45 minutes and the representative who answered had bad service on their end! can so… ,sofiasofritas,Fallen Angel,Mon Apr 05 02:31:26 +0000 2010,"[{'url': 'https://t.co/TgS7TNOGO6', 'expanded_url': 'https://twitter.com/i/web/status/1518647740653129730', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",hold minutes representative answered bad service end,0.0,0.368,-0.5423,Negative,0
263,263,2022-04-25 17:46:50+00:00,1518647739814490112,,,"rt @pchidambaram_in: there is a proposal to change the names of 40 villages in delhi ut

why? because the delhi bjp chief wants names that…",sampathram50,Sampath,Thu Aug 27 16:38:42 +0000 2015,[],proposal change names villages delhi ut delhi bjp chief wants names,0.0,0.0,0.0,Negative,0
264,264,2022-04-25 17:46:50+00:00,1518647739793424385,eutecticpointt,1.27E+18,@eutecticpointt @elonmusk tr twitter does need a 'fuck your trouble' button so bad,maymaymuska,May Maymuşka the Sefalet Bebek,Sat Feb 27 23:02:17 +0000 2021,[],tr twitter need fuck trouble button bad,0.0,0.708,-0.8658,Negative,0
265,265,2022-04-25 17:46:50+00:00,1518647739252420610,,,"hey, @johngreen. i'm listening to the anthropocene reviewed and just wanted to tell you it was my papou's peoria pr… ",CStarrRose,Caroline Starr Rose,Tue Nov 27 15:02:01 +0000 2012,"[{'url': 'https://t.co/gBwp44En9S', 'expanded_url': 'https://twitter.com/i/web/status/1518647739252420610', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",hey listening anthropocene reviewed wanted tell papou peoria pr,0.0,0.0,0.0,Negative,0
266,266,2022-04-25 17:46:50+00:00,1518647738874871809,AEdSVR,1.48E+18,"eu ia incluir breaking bad, mas infelizmente o hype estragou a série.",AEdSVR,André 🌞🌝🏳️‍🌈,Fri Jan 14 22:15:00 +0000 2022,[],eu ia incluir breaking bad mas infelizmente hype estragou rie,0.0,0.28,-0.5423,Negative,0
267,267,2022-04-25 17:46:50+00:00,1518647737616584706,,,rt @aba_aggrey: i want to tell whomever will listen about what my ex did to me and our child throughout my pregnancy. this family that we w…,CassandraMawete,Cassandra Mawete,Mon Oct 28 21:16:27 +0000 2019,[],want tell whomever listen ex child throughout pregnancy family w,0.14,0.0,0.0772,Positive,1
268,268,2022-04-25 17:46:50+00:00,1518647737515921408,Duper_Aspergers,1.12E+18,"@duper_aspergers because ""trump bad"" and as long as they can keep pushing this bs the less they have to focus on th… ",Chocobo666,Ryan Frankenstein,Wed Oct 14 12:45:19 +0000 2009,"[{'url': 'https://t.co/mAKGinISsQ', 'expanded_url': 'https://twitter.com/i/web/status/1518647737515921408', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",trump bad long keep pushing bs less focus th,0.0,0.304,-0.5423,Negative,0
269,269,2022-04-25 17:46:50+00:00,1518647737465679873,,,rt @aba_aggrey: i want to tell whomever will listen about what my ex did to me and our child throughout my pregnancy. this family that we w…,lottijoy,Lotti 🦂🦋,Sun Dec 20 03:22:24 +0000 2020,[],want tell whomever listen ex child throughout pregnancy family w,0.14,0.0,0.0772,Positive,1
270,270,2022-04-25 17:46:50+00:00,1518647736836444162,,,"rt @dreux: @asymmetricinfo this ‘elon isn’t that bad’ thread won’t age very well. 

imagine a more lucid trump that has just as many grudge…",23sandyjoy,Sandy,Wed Nov 01 18:53:53 +0000 2017,[],elon bad thread age well imagine lucid trump many grudge,0.154,0.257,-0.34,Negative,0
271,271,2022-04-25 17:46:50+00:00,1518647736677158916,,,"rt @marvindunn4: #govrondesantis #blacktwitter
gov desantis, when i was a little boy growing up in florida i had to drink from the ""colored…",Kayjaystarz,THEE Kayjaystarz/Biden Harris,Wed Jan 09 19:33:49 +0000 2019,[],#govrondesantis #blacktwitter gov desantis little boy growing florida drink colored,0.136,0.0,0.1082,Positive,1
272,272,2022-04-25 17:46:50+00:00,1518647736630927364,evianrei,1.46E+18,@evianrei @libsoftiktok @austinisd whose fault is it that you guys have bad publicity?,chill__man,it's me,Wed Jul 01 23:40:04 +0000 2009,[],whose fault guys bad publicity,0.0,0.674,-0.7351,Negative,0
273,273,2022-04-25 17:46:50+00:00,1518647736588857345,,,"rt @rebelismkerala: yesterday i got many criticisms for bad poster editing... many of them told me to stop editing.. ☹️☹️

so today i took…",Kishore_krrish5,Kishore Rebel ᴬᵈⁱᵖᵘʳᵘˢʰ 🏹🚩,Sun Jun 21 12:08:31 +0000 2020,[],yesterday got many criticisms bad poster editing many told stop editing today took,0.0,0.432,-0.765,Negative,0
274,274,2022-04-25 17:46:50+00:00,1518647736534548481,robbieryantoome,1318950302,@robbieryantoome my bad!,stylishfella,stylishfella,Sun Aug 09 20:46:12 +0000 2015,[],bad,0.0,1.0,-0.5423,Negative,0
275,275,2022-04-25 17:46:49+00:00,1518647735821508615,,,rt @vieneinpace: imagina que bad vc carrega o boneco nove meses na barriga pra ele crescer e virar fã do elon musk,wendylovy,wendy🪰 (qualquer pronome),Sun Mar 22 12:47:36 +0000 2020,[],imagina que bad vc carrega boneco nove meses na barriga pra ele crescer e virar f elon musk,0.0,0.189,-0.5423,Negative,0
276,276,2022-04-25 17:46:49+00:00,1518647735263633408,hockeypunhere,8.78E+17,"trading (or parting with) any combination of jones, kane, toews, and cat would create a biblically bad team. probab… ",hockeypunhere,Bertuzzi was framed,Wed Jun 21 16:59:03 +0000 2017,"[{'url': 'https://t.co/8yoae9buME', 'expanded_url': 'https://twitter.com/i/web/status/1518647735263633408', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",trading paing combination jones kane toews cat would create biblically bad team probab,0.127,0.211,-0.34,Negative,0
277,277,2022-04-25 17:46:49+00:00,1518647734428971011,tuggerdogrules,217592811,@bluttrell5 @mahscootah @melkiperespn it's the blessing and curse of #1.  you can't drum up teams to come up becaus… ,tuggerdogrules,Edward Holt,Fri Nov 19 23:28:24 +0000 2010,"[{'url': 'https://t.co/juU2wrjAx3', 'expanded_url': 'https://twitter.com/i/web/status/1518647734428971011', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",blessing curse # drum teams come becaus,0.299,0.327,-0.0772,Negative,0
278,278,2022-04-25 17:46:49+00:00,1518647734332444680,CryptidPolitics,1.48E+18,@cryptidpolitics @calliecaplan bad take sorry,Lilbird1124,Playoffs~ Asher,Sun Sep 14 19:34:38 +0000 2014,[],bad take sorry,0.0,0.828,-0.5859,Negative,0
279,279,2022-04-25 17:46:49+00:00,1518647734219255809,,,mi hate bad mind people. ,JvyWrxght,Hoodie Melo,Fri May 22 03:45:41 +0000 2015,"[{'url': 'https://t.co/h9Vbl7Qk18', 'expanded_url': 'https://twitter.com/videohof_/status/1518286553164009473', 'display_url': 'twitter.com/videohof_/stat…', 'indices': [25, 48]}]",mi hate bad mind people,0.0,0.706,-0.802,Negative,0
280,280,2022-04-25 17:46:49+00:00,1518647734206701570,,,"rt @espn1000: .@carmendefalco &amp; @jurko64 are live!!

- what should the bulls do?
- injuries mounting for the sox
- bad weekend for chicago…",CarmenDeFalco,Carmen DeFalco,Wed Dec 22 18:44:55 +0000 2010,[],amp live bulls injuries mounting sox bad weekend chicago,0.0,0.304,-0.5423,Negative,0
281,281,2022-04-25 17:46:49+00:00,1518647733950631937,AimerXEGOIST,3237580811,"@aimerxegoist @qtcinderella @meteoslol it's like dirty socks, they smell bad but u can't stop smelling them🙂",ApurbaD27159054,Apurba Dey,Thu Oct 22 12:37:04 +0000 2020,[],like diy socks smell bad u stop smelling,0.205,0.467,-0.4939,Negative,0
282,282,2022-04-25 17:46:49+00:00,1518647733225205765,,,"not a bad news, only the true reality of our time
the world is at war. looks like world war iii is already playing… ",GEOLOGISTNAT,OLUWATOYIN OLUGBENGA NATHANIEL,Tue Jun 01 11:17:38 +0000 2010,"[{'url': 'https://t.co/C0obeSBmaZ', 'expanded_url': 'https://twitter.com/i/web/status/1518647733225205765', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",not bad news true reality time world war looks like world war iii already playing,0.272,0.386,-0.6101,Negative,0
283,283,2022-04-25 17:46:49+00:00,1518647733036457984,,,"rt @camilacharts97: .@camila_cabello (48.3m) is now the 23rd artist with most monthly listeners on spotify, surpassing bad bunny (48.1m).",psychosevilla,kim,Wed Apr 29 02:40:36 +0000 2020,[],rd aist monthly listeners spotify surpassing bad bunny,0.0,0.333,-0.5423,Negative,0
284,284,2022-04-25 17:46:49+00:00,1518647733023875072,,,rt @aba_aggrey: i want to tell whomever will listen about what my ex did to me and our child throughout my pregnancy. this family that we w…,mbalsmbambo_,imbali,Sat Jul 06 14:06:02 +0000 2019,[],want tell whomever listen ex child throughout pregnancy family w,0.14,0.0,0.0772,Positive,1
285,285,2022-04-25 17:46:49+00:00,1518647732176826368,,,"rt @imandanialhakim: ""books never really end. they stay with you, good or bad, and can float into your mind quite without warning.""

daniel…",yurf760,╹ω╹,Tue Jun 01 13:13:29 +0000 2021,[],books never really end stay good bad float mind quite without warning daniel,0.289,0.184,0.2448,Positive,1
286,286,2022-04-25 17:46:49+00:00,1518647732117950467,,,"rt @marvindunn4: #govrondesantis #blacktwitter
gov desantis, when i was a little boy growing up in florida i had to drink from the ""colored…",ProfessorBec,Rebecca N -LOCK UP YOUR DAMN GUNS!,Thu Oct 24 18:18:24 +0000 2013,[],#govrondesantis #blacktwitter gov desantis little boy growing florida drink colored,0.136,0.0,0.1082,Positive,1
287,287,2022-04-25 17:46:49+00:00,1518647732105543680,,,"rt @thebadbadcats: inmate 10443 is a bad bad cat, but he is also giving away a free @thebadbadcats nft! 🎉

to enter:
1️⃣ like and rt this p…",RenaleighPark,🍀Asher,Sun Apr 17 06:25:02 +0000 2022,[],inmate bad bad cat also giving away free nft enter like p,0.387,0.33,0.0516,Positive,1
288,288,2022-04-25 17:46:48+00:00,1518647731547516928,MilWolfMylo,620826003,@milwolfmylo the economic collapse incoming as a result of all this is going to be so spectacularly bad i’m honestl… ,AnubisBasically,Anubis Amethyst 💙💛 🔜 ❓,Mon Sep 02 04:34:12 +0000 2019,"[{'url': 'https://t.co/2Gcq1svIIS', 'expanded_url': 'https://twitter.com/i/web/status/1518647731547516928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",economic collapse incoming result going spectacularly bad honestl,0.0,0.528,-0.7717,Negative,0
289,289,2022-04-25 17:46:48+00:00,1518647731400622082,,,i’m having a bad day 🥺 on top of that i’ve never been without my baby on her bday 💔 hate it here,YBM730,Miss Massy,Wed Jun 28 11:30:53 +0000 2017,[],bad day top never without baby bday hate,0.361,0.263,0.0767,Positive,1
290,290,2022-04-25 17:46:48+00:00,1518647731153248257,,,"rt @marvindunn4: #govrondesantis #blacktwitter
gov desantis, when i was a little boy growing up in florida i had to drink from the ""colored…",RawlsShereese,Kakistocracy Rages,Fri Apr 13 15:12:07 +0000 2018,[],#govrondesantis #blacktwitter gov desantis little boy growing florida drink colored,0.136,0.0,0.1082,Positive,1
291,291,2022-04-25 17:46:48+00:00,1518647730943324160,,,that's too bad. it sounded like fun.,beautifullancer,judith,Fri Oct 30 04:57:19 +0000 2020,[],bad sounded like fun,0.563,0.34,0.3182,Positive,1
292,292,2022-04-25 17:46:48+00:00,1518647729421004801,,,"rt @sophiasleigh: wearing a knee-length skirt in parliament today, gonna keep crossing and un-crossing those bad boys in a bid to distract…",AjdDoyle,Andrew James Doyle,Mon Jun 27 15:18:55 +0000 2011,[],wearing knee length ski parliament today gonna keep crossing un crossing bad boys bid distract,0.0,0.305,-0.6908,Negative,0
293,293,2022-04-25 17:46:48+00:00,1518647729282588678,kittypurrzog,14994676,"@kittypurrzog taxes are higher, demographics are bad, trudeau is pm and winter is longer unless you move to vangroo… ",barfcoswill,Frederick Duquette,Fri Apr 15 15:39:15 +0000 2011,"[{'url': 'https://t.co/6ibdf3X5Vw', 'expanded_url': 'https://twitter.com/i/web/status/1518647729282588678', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",taxes higher demographics bad trudeau pm winter longer unless move vangroo,0.0,0.259,-0.5423,Negative,0
294,294,2022-04-25 17:46:48+00:00,1518647728804401154,,,"rt @ningzrina: the fact that people who weren't even there are speaking on how ""bad"" aespa did while people who went to see them have said…",aespamultifand1,ΛΣƧPΛ MЦᄂƬIFΛПDӨM «Ã,Tue Jun 29 19:10:38 +0000 2021,[],fact people even speaking bad aespa people went see said,0.0,0.28,-0.5423,Negative,0
295,295,2022-04-25 17:46:48+00:00,1518647728800256000,,,mam sonto and crying for phumlani like he was her husband??? also so phumlani won’t be exposed for the bad guy he w… ,Boipsie,Ndebele Princess 👑🥰,Mon Dec 20 08:42:22 +0000 2010,"[{'url': 'https://t.co/4VmYruRy8n', 'expanded_url': 'https://twitter.com/i/web/status/1518647728800256000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",mam sonto crying phumlani like husband also phumlani exposed bad guy w,0.144,0.454,-0.6597,Negative,0
296,296,2022-04-25 17:46:47+00:00,1518647726954659840,,,"rt @zeikonline: did i just read article on bon appetit telling ppl to not eat iodized salt bc it “tastes bad”? 🤦🏽‍♀️

was looking up what k…",ViewElgon,EV,Mon Feb 18 10:40:46 +0000 2019,[],read aicle bon appetit telling ppl not eat iodized salt bc tastes bad looking k,0.0,0.212,-0.5423,Negative,0
297,297,2022-04-25 17:46:47+00:00,1518647726824730624,Morris_Monye,7.41E+17,@morris_monye this is so bad. what happened to pest control treatment? and people are there buying?,themolabello,Mosunmola Bello,Fri Jun 24 20:28:51 +0000 2016,[],bad happened pest control treatment people buying,0.0,0.368,-0.5423,Negative,0
298,298,2022-04-25 17:46:47+00:00,1518647726677929989,,,rt @kasparov63: that former chancellor gerhard schröder is an active putin agent is bad enough. war and war crimes aren't enough to get him…,i_robertsdottir,Apfelbäumchenpflanzerin,Sun Jul 18 09:11:53 +0000 2021,[],former chancellor gerhard schr der active putin agent bad enough war war crimes enough get,0.108,0.452,-0.8625,Negative,0
299,299,2022-04-25 17:46:47+00:00,1518647726589808641,,,"rt @xavsfutbol: koeman destroyed barcelona from inside out, imploded the team so bad they were 12 points behind madrid. then xavi came, rev…",richielovall,Richard Martins.,Sun May 16 02:01:17 +0000 2010,[],koeman destroyed barcelona inside imploded team bad points behind madrid xavi came rev,0.0,0.379,-0.7717,Negative,0
300,300,2022-04-25 17:46:47+00:00,1518647726384234499,,,"rt @dominictarason: strong bad is a vtuber now. i want more of this.

",ObscureLandof,LandofObscurePotatoes,Fri Mar 08 02:43:56 +0000 2019,"[{'url': 'https://t.co/QTHocrVEh6', 'expanded_url': 'https://www.youtube.com/watch?v=i14Oi9Fcvwo', 'display_url': 'youtube.com/watch?v=i14Oi9…', 'indices': [70, 93]}]",strong bad vtuber want,0.505,0.385,0.0258,Negative,0
301,301,2022-04-25 17:54:58+00:00,1518649783577063424,,,rt @corybmorgan: @justintrudeau bullshit!,mikeobrigewitc5,mike obrigewitch 🗣🗣,Fri Feb 14 02:18:32 +0000 2020,[],bullshit,0.0,1.0,-0.5859,Negative,0
302,302,2022-04-25 17:54:50+00:00,1518649749657772033,,,"rt @mindtendencies2: self-care is walking away when you feel bad energy, bullshit, weird vibes and sneaky shit.",satyurveda,Yogi Adamas गुरु,Wed Oct 16 22:05:09 +0000 2019,[],self care walking away feel bad energy bullshit weird vibes sneaky shit,0.214,0.585,-0.8481,Negative,0
303,303,2022-04-25 17:54:48+00:00,1518649741168586754,CongPalazzo,299883942,@congpalazzo this is a fucking lie. title 42 is bullshit. ,itsthejody,🇹​🇭​🇪​ 🇯​🇴​🇩​🇾​ 🇺🇦,Tue Nov 21 17:46:49 +0000 2017,[],fucking lie title bullshit,0.0,0.575,-0.6204,Negative,0
304,304,2022-04-25 17:54:48+00:00,1518649740841345025,,,"rt @repswalwell: let’s get an answer to this:

@gopleader mccarthy denies wanting to have gop accounts banned from twitter. 

is there a re…",loves3corgis,A to Z 🇺🇦,Tue Nov 12 17:03:11 +0000 2013,[],let get answer mccahy denies wanting gop accounts banned twitter,0.0,0.42,-0.7003,Negative,0
305,305,2022-04-25 17:54:47+00:00,1518649737746001920,authenticsilvr,2731506262,@authenticsilvr eigentlich ist nur die mittlere phrase ganz oben kompletter bullshit. der rest hat zumindest immer etwas wahres drann.,ClassLibSponge,ClassLibSponge🇩🇪 Schwamm von Kiew,Sun Dec 16 10:14:15 +0000 2018,[],eigentlich ist nur die mittlere phrase ganz oben kompletter bullshit der rest hat zumindest immer etwas wahres drann,0.0,0.325,-0.8271,Negative,0
306,306,2022-04-25 17:54:47+00:00,1518649736915476481,,,"sollte trump hier wieder auftauchen, einfach nicht ""folgen"". stummschaltung/blocken müssen aber selbständig aktivie… ",matze2001,Mathias_M,Sat Jan 17 18:54:03 +0000 2009,"[{'url': 'https://t.co/Pgeue3kN2w', 'expanded_url': 'https://twitter.com/i/web/status/1518649736915476481', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",sollte trump hier wieder auftauchen einfach nicht folgen stummschaltung blocken ssen aber selbst ndig aktivie,0.0,0.0,0.0,Negative,0
307,307,2022-04-25 17:54:46+00:00,1518649734667378688,lyleleander,3784380853,@lyleleander @flman1980 @ijbailey i do think not having a twitter account has castrated his ability to spread his b… ,carrtmannnn,kareem abdul james carr,Mon May 05 03:54:29 +0000 2008,"[{'url': 'https://t.co/zAlZ9WIzjm', 'expanded_url': 'https://twitter.com/i/web/status/1518649734667378688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",think not twitter account castrated ability spread b,0.277,0.0,0.3182,Positive,1
308,308,2022-04-25 17:54:46+00:00,1518649734352756737,,,"rt @the8bitalex: i told you $univ would rug. fucking ridiculous @cattyverse has no ethics, preaching all this bullshit about other projects…",Polar_NFTs,Polar,Fri Apr 08 15:23:07 +0000 2022,[],told univ would rug fucking ridiculous ethics preaching bullshit projects,0.0,0.452,-0.7645,Negative,0
309,309,2022-04-25 17:54:46+00:00,1518649733765419008,,,rt @noteviloctopus: เราว่ามัน bullshit อะ ถ้าจะต้องล็อกบ้านเดียว มันจะสาระแนมาเป็นบริการทางอินเตอร์เน็ตทำไม งั้นก็ไปทำธุรกิจเคเบิลมั้ย เรา…,nininnininninin,Halalala,Wed Jun 27 11:03:43 +0000 2012,[],bullshit,0.0,1.0,-0.5859,Negative,0
310,310,2022-04-25 17:54:45+00:00,1518649730091397120,,,"rt @repswalwell: let’s get an answer to this:

@gopleader mccarthy denies wanting to have gop accounts banned from twitter. 

is there a re…",TheBigZero2,⚓🌊Kellie Jonas Praydis🏴‍☠️,Tue Dec 08 16:03:52 +0000 2020,[],let get answer mccahy denies wanting gop accounts banned twitter,0.0,0.42,-0.7003,Negative,0
311,311,2022-04-25 17:54:45+00:00,1518649729684365313,ladyasrai,193116456,@ladyasrai i bet the first thing he gets rid off is a reporting option. cause it interferes with his whole “free sp… ,Tasslefizney,Villanelle’s Pink Dress,Fri May 29 12:34:31 +0000 2020,"[{'url': 'https://t.co/gPKiDBPmqP', 'expanded_url': 'https://twitter.com/i/web/status/1518649729684365313', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",bet first thing gets rid repoing option cause interferes whole free sp,0.231,0.0,0.5106,Positive,1
312,312,2022-04-25 17:54:44+00:00,1518649726278594561,TomiLahren,468646961,@tomilahren @twitter have you not been on twitter spewing your bullshit for years now. so please explain how elon m… ,Daniell72391109,Danielle Bell,Sat Apr 04 21:43:54 +0000 2020,"[{'url': 'https://t.co/S1drv4kHJG', 'expanded_url': 'https://twitter.com/i/web/status/1518649726278594561', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",not twitter spewing bullshit years please explain elon,0.472,0.0,0.6566,Positive,1
313,313,2022-04-25 17:54:43+00:00,1518649722541596673,_JMC31337,1.49E+18,"eliminate the conscious caught up in the wrong side
slave to the darkness it’s gonna be a long night
hard times got… ",_JMC31337,JMC31337,Mon Jan 24 20:38:45 +0000 2022,"[{'url': 'https://t.co/PtVI3knA4y', 'expanded_url': 'https://twitter.com/i/web/status/1518649722541596673', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",eliminate conscious caught wrong side slave darkness gonna long night hard times got,0.0,0.394,-0.6705,Negative,0
314,314,2022-04-25 17:54:43+00:00,1518649719937024000,,,"rt @letheriverband: generally, i don't engage with any ""news"" relating to this bullshit because any attention paid to this bullshit increas…",Sirloinofice1,Sirloinofice🏴,Sat Sep 02 01:16:10 +0000 2017,[],generally engage news relating bullshit attention paid bullshit increas,0.15,0.475,-0.7351,Negative,0
315,315,2022-04-25 17:54:42+00:00,1518649718238158849,,,"rt @laylamajusi: reminder that shamsuddin bardan, mef's executive director is yet another one of those elite malays who are out to fully ex…",zulhaziqirfan,zulhaziq🏴,Wed Feb 03 04:24:47 +0000 2016,[],reminder shamsuddin bardan mef executive director yet another one elite malays fully ex,0.0,0.0,0.0,Negative,0
316,316,2022-04-25 17:54:41+00:00,1518649715067432960,Kenny16Techs,636642759,@kenny16techs and then ben is posting to his ig like he’s coming back and has been telling media around their pract… ,miamiisburning,Miami On Fire,Mon Oct 26 14:04:14 +0000 2020,"[{'url': 'https://t.co/8rZ0ySx90H', 'expanded_url': 'https://twitter.com/i/web/status/1518649715067432960', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",ben posting ig like coming back telling media around pract,0.217,0.0,0.3612,Positive,1
317,317,2022-04-25 17:54:41+00:00,1518649713578360833,,,"as long as you don't pull a bullshit like ""free speech except for those that criticize my teslas and anti repair pr… ",JaxisVonAxis,"Jaxis Von Axis (ITS FICTION, AND IM NOT BABYSITTN)",Fri Oct 02 10:18:04 +0000 2009,"[{'url': 'https://t.co/FyaPB2O4oO', 'expanded_url': 'https://twitter.com/i/web/status/1518649713578360833', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",long pull bullshit like free speech except criticize teslas anti repair pr,0.27,0.405,-0.4404,Negative,0
318,318,2022-04-25 17:54:41+00:00,1518649713091825664,,,"rt @sarahlazare: we broke down the 4 most popular anti-union talking points and why they're bullshit. from amazon to starbucks, workers are…",MikeyBridges,Michael,Tue Mar 26 14:32:46 +0000 2013,[],broke popular anti union talking points bullshit amazon starbucks workers,0.245,0.484,-0.6597,Negative,0
